id	aroE	ddl	gdh	gki	recP	spi	xpt	Sp_cgc_1000
4710	60	28	111	4	4	42	122	
4711	97	14	5	1	1	36	1	
4712	12	6	111	34	84	19	83	
4713	8	14	16	8	8	6	142	
4714	7	47	11	10	1	6	8	
4715	1	1	67	1	1	17	1	
4716	5	8	5	4	16	9	1	
4717	7	14	13	27	6	22	4	
4718	5	4	5	7	7	8	20	
4719	12	14	5	89	8	6	23	
4720	7	1	172	10	1	6	8	
4721	7	22	15	2	10	6	227	
4722	20	14	28	1	12	15	14	
4723	7	8	12	53	1	101	146	
4724	7	14	13	41	6	6	6	
4725	29	268	33	19	1	36	22	
4726	16	17	44	1	16	9	4	
4727	1	6	8	9	2	9	4	
4728	1	6	13	9	9	6	4	
4729	12	1	8	2	4	6	1	
4730	10	269	18	4	108	7	19	
4731	1	6	8	15	1	16	4	
4732	1	6	60	13	1	6	22	
4733	7	14	173	8	5	10	6	
4734	10	29	174	14	1	6	1	
4735	7	21	2	169	5	10	1	
4736	5	245	8	8	66	9	103	
4737	15	26	16	19	15	6	228	
4738	108	18	8	4	12	6	3	
4739	8	270	175	40	1	6	14	
4740	5	245	16	170	8	6	1	
4741	8	125	8	4	8	161	120	
4742	7	20	1	4	16	15	3	
4743	13	7	5	4	1	8	14	
4744	1	6	8	2	9	6	4	
4745	2	1	5	4	1	6	1	
4746	1	6	8	2	9	6	4	
4747	16	7	5	9	8	8	14	
4748	1	6	8	2	9	6	4	
4749	1	6	1	4	47	18	8	
4750	1	27	8	15	10	10	1	
4751	1	22	8	2	10	16	20	
4752	7	27	11	10	1	6	8	
4753	7	1	10	4	16	1	26	
4754	8	59	37	9	12	2	28	
4755	5	271	6	1	2	6	1	
4756	13	145	13	53	1	72	38	
4757	2	9	8	62	1	6	130	
4758	10	14	11	34	10	15	1	
4759	7	6	13	4	16	6	1	
4760	2	6	5	41	83	17	1	
4761	7	1	11	10	1	6	8	
4762	7	14	13	53	6	1	6	
4763	7	28	25	4	6	15	14	
4764	5	8	5	87	1	6	1	
4765	2	17	5	9	10	9	1	
4766	15	26	16	4	15	6	20	
4767	7	14	13	1	1	13	31	
4768	1	8	5	4	18	5	3	
4769	5	245	8	8	66	9	103	
4770	8	17	37	9	29	2	12	
4771	2	14	5	29	12	16	3	
4772	7	8	5	4	18	5	3	
4773	15	26	16	53	15	6	20	
4774	2	6	8	4	1	1	4	
4775	2	6	5	29	12	16	3	
4776	7	14	13	8	19	10	6	
4777	7	30	2	1	1	10	1	
4778	8	34	13	4	8	162	22	
4779	10	18	5	4	5	163	10	
4780	7	22	15	2	109	6	1	
4781	1	6	10	2	5	9	48	
4782	7	14	5	1	1	17	31	
4783	1	14	5	14	4	17	51	
4784	1	6	43	9	8	7	28	
4785	8	6	10	2	5	9	229	
4786	1	274	5	1	12	17	3	
4787	8	14	13	171	4	17	4	
4788	7	18	14	172	12	1	1	
4789	1	274	5	1	12	17	3	
4790	4	272	16	19	15	6	20	
4791	4	273	16	19	15	6	20	
4792	1	230	5	4	12	5	3	
4793	8	14	11	14	1	17	230	
4794	8	14	11	14	1	17	230	
4795	10	94	31	4	16	6	4	
4796	2	14	5	29	12	16	26	
4797	2	5	13	2	66	9	1	
4798	2	8	14	4	12	1	14	
4799	109	9	10	4	1	9	19	
4800	5	9	8	29	15	25	231	
4801	1	269	5	101	18	130	1	
4802	97	275	5	1	1	36	1	
4803	7	21	2	1	1	10	1	
4804	10	9	5	4	1	7	19	
4805	5	18	12	29	12	9	39	
4806	7	22	15	2	10	6	1	
4807	7	14	14	4	12	1	1	
4808	1	8	5	4	5	5	1	
4809	1	6	8	9	9	6	4	
4810	8	14	13	14	4	17	4	
4811	13	19	84	15	14	10	16	
4812	2	14	5	29	12	16	3	
4813	13	1	9	15	14	10	16	
4814	1	8	5	4	5	5	1	
4815	1	17	1	4	1	18	58	
4816	12	20	8	13	5	16	4	
4817	7	22	15	2	10	6	1	
4818	15	14	29	4	21	30	1	
4819	1	8	5	4	5	5	1	
4820	7	22	15	2	10	6	1	
4821	1	8	5	4	5	5	1	
4822	2	14	5	29	12	16	3	
4823	1	8	5	4	5	5	1	
4824	2	22	12	19	1	89	1	
4825	10	18	5	4	5	13	10	
4826	2	14	5	36	12	17	21	
4827	1	8	5	4	5	5	1	
4828	1	8	5	4	5	5	1	
4829	11	14	19	2	17	6	22	
4830	7	22	15	2	10	6	1	
4831	13	28	8	13	5	13	4	
4832	8	17	9	2	1	6	1	
4833	1	8	5	4	5	5	1	
4834	1	8	5	4	12	5	3	
4835	2	14	5	29	12	16	3	
4836	2	14	13	9	1	6	19	
4837	2	14	5	29	12	16	3	
4838	8	17	9	2	1	6	1	
4839	7	22	15	2	10	6	1	
4840	1	6	8	4	2	6	4	
4841	1	8	5	4	5	5	1	
4842	1	8	5	4	5	5	1	
4843	1	6	8	4	2	6	4	
4844	1	8	5	4	5	5	1	
4845	12	20	8	13	5	16	4	
4846	1	8	5	4	12	5	3	
4847	7	22	15	2	10	6	1	
4848	2	1	8	2	4	6	1	
4849	12	20	8	13	5	16	4	
4850	7	14	11	10	1	6	8	
4851	1	6	8	4	1	1	4	
4852	2	18	5	29	18	17	3	
4853	1	8	5	4	5	5	1	
4854	8	17	9	2	1	6	1	
4855	18	8	5	4	1	6	4	
4856	8	14	13	14	4	17	4	
4857	7	22	15	2	10	6	1	
4858	8	14	13	14	4	17	4	
4859	8	14	13	14	4	17	4	
4860	2	14	5	9	1	6	19	
4861	1	28	25	72	1	15	20	
4862	8	17	9	2	1	6	1	
4863	7	22	15	2	10	6	1	
4864	2	14	5	29	12	16	3	
4865	7	14	14	40	12	1	1	
4866	7	22	15	2	10	6	1	
4867	16	33	12	9	1	41	33	
4868	13	19	84	15	14	10	16	
4869	46	22	8	2	10	6	1	
4870	2	14	5	36	16	1	21	
4871	15	26	16	19	15	6	20	
4872	7	14	5	1	8	14	11	
4873	1	8	5	4	5	5	1	
4874	2	14	5	29	12	16	3	
4875	15	26	16	19	15	6	20	
4876	13	19	84	15	14	10	16	
4877	1	8	5	4	5	5	1	
4878	7	22	15	2	10	6	1	
4879	7	14	5	1	8	14	11	
4880	5	4	6	1	2	6	3	
4881	2	1	8	2	4	6	1	
4882	10	18	5	4	5	13	10	
4883	12	20	8	13	5	16	4	
4884	2	14	5	1	11	16	3	
4885	7	22	15	2	10	6	1	
4886	2	14	1	1	1	6	31	
4887	1	6	8	4	1	1	4	
4888	12	20	8	13	5	16	4	
4889	12	20	8	13	5	16	4	
4890	8	17	9	2	1	6	1	
4891	7	1	11	10	1	6	58	
4892	8	17	9	2	1	6	1	
4893	7	14	11	10	1	6	8	
4894	7	22	15	2	10	6	1	
4895	1	8	5	4	5	5	1	
4896	1	6	8	9	2	6	4	
4897	7	22	15	2	10	6	1	
4898	7	14	11	10	1	6	8	
4899	13	19	84	15	14	10	16	
4900	7	22	15	2	10	6	1	
4901	46	22	8	2	10	6	1	
4902	8	14	13	14	4	17	4	
4903	13	19	84	15	14	10	16	
4904	13	19	84	15	14	10	16	
4905	1	6	8	6	2	6	20	
4906	1	17	1	4	1	18	58	
4907	1	6	8	4	1	1	4	
4908	12	20	8	13	5	16	4	
4909	1	18	1	4	1	18	58	
4910	1	18	2	29	1	111	14	
4911	10	9	5	4	1	7	19	
4912	2	1	8	2	4	6	1	
4913	1	6	8	4	1	1	4	
4914	7	14	14	4	12	1	1	
4915	1	18	2	29	1	111	14	
4916	5	27	7	4	2	10	1	
4917	8	71	5	2	27	2	11	
4918	13	19	84	15	14	10	16	
4919	8	71	5	2	27	2	11	
4920	7	22	15	2	10	6	1	
4921	46	22	8	2	10	6	1	
4922	2	18	9	1	11	6	1	
4923	2	14	5	1	11	16	3	
4924	7	1	5	10	18	6	8	
4925	4	1	4	2	4	4	1	
4926	7	1	5	10	18	6	8	
4927	4	1	4	2	4	4	1	
4928	4	1	4	2	4	4	1	
4929	7	1	5	10	18	6	8	
4930	7	1	5	10	18	6	8	
4931	7	1	5	10	18	6	8	
4932	7	1	5	10	18	6	8	
4933	7	1	5	10	18	6	8	
4934	4	1	4	2	4	4	1	
4935	4	1	4	2	4	4	1	
4936	7	1	5	10	18	6	8	
4937	7	1	5	10	18	6	8	
4938	7	1	5	10	18	6	8	
4939	4	1	4	2	4	4	1	
4940	2	14	19	2	17	6	22	
4941	4	1	4	2	4	4	1	
4942	20	9	28	1	1	15	23	
4943	7	1	5	10	18	6	8	
4944	20	9	28	1	1	15	23	
4945	7	1	11	10	1	6	8	
4946	7	103	5	10	18	6	1	
4947	7	1	11	10	1	6	8	
4948	7	1	11	10	1	6	8	
4949	7	103	5	10	18	6	1	
4950	7	1	14	4	12	1	1	
4951	7	1	14	4	12	1	1	
4952	7	103	5	10	18	6	1	
4953	7	1	11	10	1	6	8	
4954	7	103	5	10	18	6	1	
4955	4	1	4	2	4	4	1	
4956	1	8	5	4	5	5	1	
4957	15	26	16	19	15	6	20	
4958	15	26	16	19	15	6	20	
4959	15	26	16	19	15	6	20	
4960	15	26	16	19	15	6	20	
4961	20	14	28	1	1	15	14	
4962	20	14	28	1	1	15	14	
4963	20	14	28	1	1	15	14	
4964	20	14	28	1	1	15	14	
4965	2	1	13	2	15	6	1	
4966	5	4	6	1	2	6	3	
4967	5	4	6	1	2	6	3	
4968	2	1	13	2	15	6	1	
4969	4	1	4	2	4	4	1	
4970	5	4	6	39	2	18	3	
4971	4	1	4	2	4	4	1	
4972	4	1	4	2	4	4	1	
4973	4	1	4	2	4	4	1	
4974	5	4	6	39	2	18	3	
4975	4	1	4	2	4	4	1	
4976	4	1	4	2	4	4	1	
4977	4	1	4	2	4	4	1	
4978	4	1	4	2	4	4	1	
4979	4	1	4	2	4	4	1	
4980	4	1	4	2	4	4	1	
4981	4	1	4	2	4	4	1	
4982	4	1	4	2	4	4	1	
4983	4	1	4	2	4	4	1	
4984	4	1	4	2	4	4	1	
4985	7	14	14	40	12	1	1	
4986	7	14	14	40	12	1	1	
4987	1	8	5	4	5	5	3	
4988	7	1	11	10	1	6	8	
4989	5	1	8	2	4	1	1	
4990	1	8	5	4	5	5	3	
4991	7	14	14	40	12	1	1	
4992	7	1	14	4	12	1	1	
4993	20	14	28	1	1	15	14	
4994	1	28	25	4	4	15	20	
4995	7	28	25	4	1	15	1	
4996	1	31	16	4	10	7	1	
4997	2	14	5	36	12	17	21	
4998	4	1	4	2	4	4	1	
4999	7	8	13	8	6	6	12	
5000	7	8	13	8	6	6	12	
